zone_risk_score,earnings_baseline,trust_score,past_claims_count,claim_approval_rate,weeks_active,forecast_rain_mm,forecast_aqi,tier_basic,tier_standard,tier_premium,city_bangalore,city_mumbai,city_delhi,city_chennai,city_hyderabad,month,recommended_weekly_premium
53,1374.81,63,2,1.0,4,11.6,264,1,0,0,1,0,0,0,0,4,129
38,1654.46,69,10,0.957,1,11.12,100,0,1,0,0,0,0,1,0,8,193
68,736.78,69,1,0.815,2,48.7,258,0,1,0,1,0,0,0,0,10,194
80,1007.69,59,9,0.72,29,21.02,225,1,0,0,0,1,0,0,0,10,129
18,1690.71,60,12,0.637,9,2.46,225,1,0,0,1,0,0,0,0,9,129
15,1554.06,88,14,0.831,28,5.87,249,0,0,1,0,1,0,0,0,11,263
38,2047.16,68,8,0.837,33,2.97,212,0,0,1,0,0,1,0,0,7,289
67,965.39,68,1,1.0,23,0.49,206,0,0,1,0,0,0,1,0,6,282
26,1772.44,92,13,0.788,20,4.82,163,0,1,0,0,1,0,0,0,7,170
25,1011.05,55,0,1.0,31,1.14,264,0,1,0,1,0,0,0,0,5,156
12,1632.18,57,8,0.834,48,14.48,169,1,0,0,1,0,0,0,0,3,119
30,1670.57,50,7,1.0,46,4.93,286,0,1,0,0,0,1,0,0,7,192
73,655.86,72,7,0.615,45,0.32,314,0,0,1,1,0,0,0,0,4,292
45,1552.13,89,6,1.0,26,3.16,119,0,1,0,0,0,1,0,0,8,165
71,425.07,86,8,0.775,31,4.05,80,1,0,0,0,0,1,0,0,5,116
51,1452.54,59,10,0.984,32,6.04,215,1,0,0,1,0,0,0,0,5,129
85,1864.8,51,2,1.0,51,11.43,315,0,1,0,0,0,0,1,0,5,179
51,552.95,85,7,0.797,47,15.51,349,0,0,1,1,0,0,0,0,6,285
70,2371.29,51,0,0.686,50,42.55,151,0,1,0,0,0,1,0,0,4,195
22,1363.39,64,0,0.671,35,19.26,208,0,1,0,0,1,0,0,0,2,178
20,2370.67,69,10,0.722,15,6.12,161,0,1,0,0,1,0,0,0,6,191
63,625.54,91,12,0.486,15,1.11,117,0,0,1,0,1,0,0,0,12,290
25,2394.8,70,14,0.816,37,10.91,247,0,0,1,0,1,0,0,0,12,284
17,629.31,79,14,0.947,45,5.49,229,0,0,1,0,0,1,0,0,1,269
68,1369.14,73,5,0.887,25,5.2,124,0,1,0,0,1,0,0,0,4,165
66,2369.78,51,14,0.793,20,4.12,111,0,1,0,0,0,1,0,0,6,199
49,888.69,87,11,0.717,48,1.85,191,0,1,0,1,0,0,0,0,1,168
68,473.05,71,7,0.764,22,0.93,344,0,1,0,0,1,0,0,0,12,179
11,2065.53,78,7,0.893,20,17.09,318,1,0,0,0,1,0,0,0,6,129
85,1651.36,63,9,0.974,15,2.05,325,0,1,0,0,0,1,0,0,6,199
19,1479.23,54,0,0.626,30,12.03,102,1,0,0,0,1,0,0,0,3,123
53,472.12,73,10,0.874,14,12.97,325,0,0,1,0,0,1,0,0,1,291
20,1771.79,75,14,0.89,41,3.67,203,1,0,0,0,0,0,1,0,3,111
88,760.41,51,0,0.708,21,8.12,31,0,0,1,1,0,0,0,0,12,276
89,2355.51,95,8,0.932,50,12.43,136,1,0,0,0,1,0,0,0,11,129
90,1840.03,94,8,0.99,17,1.44,196,0,1,0,1,0,0,0,0,12,172
11,1884.77,83,6,0.764,5,1.86,50,1,0,0,1,0,0,0,0,1,110
59,888.42,72,0,0.72,15,12.64,71,1,0,0,0,1,0,0,0,8,123
21,2249.58,90,12,1.0,43,3.28,331,1,0,0,0,0,0,0,1,7,120
32,1529.24,84,9,0.97,27,1.13,144,1,0,0,1,0,0,0,0,3,117
27,2199.88,64,1,0.877,44,7.34,46,1,0,0,1,0,0,0,0,8,114
71,968.99,52,7,0.749,39,16.42,318,1,0,0,0,0,0,0,1,4,129
71,1986.47,61,7,0.734,20,3.66,71,1,0,0,1,0,0,0,0,10,129
47,1606.59,87,10,0.936,41,3.02,258,0,1,0,1,0,0,0,0,2,164
76,501.68,66,12,0.727,35,2.33,293,1,0,0,0,0,0,0,1,12,129
47,1251.22,87,4,0.72,17,6.48,161,0,1,0,0,0,1,0,0,6,169
76,786.21,76,1,0.83,9,8.5,135,0,1,0,1,0,0,0,0,9,186
70,1154.26,68,2,0.946,43,1.45,168,0,0,1,1,0,0,0,0,7,282
10,1205.04,98,4,1.0,46,16.17,178,1,0,0,0,1,0,0,0,5,96
54,1397.35,97,2,0.886,42,7.55,268,0,1,0,1,0,0,0,0,3,157
37,1660.61,70,9,0.727,4,8.27,264,1,0,0,0,0,1,0,0,5,129
30,1599.05,89,0,0.81,16,1.25,298,0,1,0,1,0,0,0,0,7,161
22,481.88,73,13,1.0,16,9.76,316,0,0,1,0,0,0,0,1,3,279
36,1976.45,73,5,1.0,29,11.34,284,0,1,0,1,0,0,0,0,11,172
16,2393.29,68,13,1.0,44,5.17,301,0,1,0,0,0,0,1,0,2,174
31,1132.23,80,4,1.0,32,9.14,133,0,1,0,0,1,0,0,0,6,167
83,777.47,89,2,1.0,32,2.66,78,0,1,0,0,0,1,0,0,11,158
62,1534.0,69,8,0.881,38,10.2,327,0,0,1,0,0,0,0,1,8,296
88,1880.32,64,9,0.963,39,7.61,341,0,0,1,0,0,1,0,0,7,306
88,1825.7,89,7,0.729,40,8.74,68,0,0,1,0,0,1,0,0,4,266
13,1685.43,84,6,0.885,38,2.9,263,1,0,0,1,0,0,0,0,11,114
32,707.09,97,11,0.891,39,15.56,202,1,0,0,0,1,0,0,0,4,117
79,2157.33,84,13,0.968,41,17.48,333,1,0,0,0,1,0,0,0,4,129
93,1293.81,82,12,0.756,16,1.11,348,0,1,0,0,0,1,0,0,5,192
93,865.08,89,14,0.615,45,20.22,52,1,0,0,0,0,0,1,0,7,129
85,581.16,90,12,0.763,15,14.96,330,0,1,0,0,0,0,1,0,10,189
42,1275.11,93,10,1.0,18,8.06,32,0,0,1,0,0,1,0,0,9,275
37,1697.74,67,1,0.818,4,0.57,276,0,1,0,0,1,0,0,0,8,183
17,1797.29,66,13,0.92,37,7.41,306,0,1,0,0,0,0,1,0,1,176
10,2421.75,57,9,0.76,40,6.32,293,1,0,0,0,0,1,0,0,8,129
46,721.61,69,4,1.0,4,2.53,33,0,0,1,1,0,0,0,0,1,273
72,2470.12,60,4,0.834,17,17.93,248,0,0,1,1,0,0,0,0,12,296
31,1774.82,79,5,0.832,17,3.86,65,0,0,1,1,0,0,0,0,11,253
79,1353.88,76,5,1.0,34,8.68,341,0,0,1,0,0,1,0,0,5,279
30,2265.21,88,2,1.0,48,5.99,269,0,1,0,0,0,0,0,1,12,151
44,1858.41,63,10,1.0,19,21.08,141,0,1,0,0,0,1,0,0,12,195
88,1132.31,91,3,0.801,22,6.95,107,0,1,0,1,0,0,0,0,9,179
14,2256.58,64,0,0.761,39,3.26,338,0,0,1,0,0,1,0,0,4,251
69,1799.89,61,10,0.713,43,12.81,142,0,0,1,1,0,0,0,0,6,297
55,1867.56,69,0,0.627,1,14.58,259,0,1,0,0,1,0,0,0,1,197
59,2282.42,66,4,0.71,18,27.28,224,1,0,0,1,0,0,0,0,1,129
57,1341.67,89,11,0.723,39,13.71,266,1,0,0,0,0,1,0,0,6,129
15,1779.5,75,3,0.661,28,0.51,254,0,0,1,0,0,1,0,0,7,275
65,1963.85,63,14,0.622,13,17.67,175,0,1,0,0,0,0,0,1,7,199
68,1353.27,74,6,0.654,35,6.58,312,0,1,0,1,0,0,0,0,8,197
38,575.25,75,6,0.842,9,1.58,103,0,0,1,0,0,0,0,1,1,267
80,2020.02,96,3,0.916,17,38.39,325,0,1,0,0,0,1,0,0,4,181
86,500.41,74,9,0.903,34,10.5,133,0,0,1,1,0,0,0,0,2,285
27,1907.62,74,13,0.772,15,22.28,171,0,1,0,1,0,0,0,0,3,180
11,2312.84,76,14,0.798,9,1.96,204,0,1,0,0,0,0,1,0,1,170
17,1128.63,92,13,0.905,39,14.98,220,0,1,0,1,0,0,0,0,12,159
84,614.33,61,12,0.879,19,9.08,168,0,1,0,1,0,0,0,0,10,199
63,889.01,69,1,0.934,11,4.88,188,0,0,1,0,0,1,0,0,12,268
47,1580.79,65,9,0.706,24,2.4,214,0,0,1,0,1,0,0,0,6,292
57,2379.59,74,3,1.0,21,4.17,157,0,0,1,0,0,1,0,0,7,272
36,1475.79,76,7,0.945,18,7.64,183,0,1,0,0,0,1,0,0,4,174
29,636.75,67,1,0.961,26,13.21,345,0,0,1,1,0,0,0,0,11,263
21,1718.34,59,4,0.691,49,5.73,217,1,0,0,0,0,0,0,1,9,129
52,1938.97,99,12,0.687,4,4.98,328,0,1,0,0,0,0,1,0,4,194
70,1225.9,79,6,0.745,2,0.09,79,0,1,0,1,0,0,0,0,11,167
40,1915.18,50,9,0.961,17,29.82,283,1,0,0,0,0,1,0,0,12,129
70,1082.13,53,5,0.676,1,14.73,38,0,0,1,1,0,0,0,0,10,300
83,2057.09,72,12,0.917,13,54.94,258,0,0,1,1,0,0,0,0,5,307
76,1116.25,56,13,1.0,10,25.3,121,1,0,0,1,0,0,0,0,1,129
44,937.82,79,8,0.744,17,19.88,240,0,1,0,0,1,0,0,0,5,187
24,2246.28,75,1,0.71,21,0.6,58,1,0,0,0,0,1,0,0,3,99
25,1551.79,50,3,0.74,49,9.56,80,0,1,0,1,0,0,0,0,3,157
22,998.83,78,6,0.825,43,2.55,300,0,1,0,0,1,0,0,0,7,167
44,2363.68,74,11,0.993,9,21.33,338,0,1,0,0,0,1,0,0,3,193
84,1850.79,89,7,1.0,31,17.14,197,0,1,0,0,0,1,0,0,4,170
68,863.47,75,4,0.97,35,1.87,208,0,1,0,0,0,0,1,0,4,172
30,1690.75,66,4,0.558,10,15.44,344,0,1,0,0,1,0,0,0,3,193
63,2227.75,80,3,0.822,49,43.36,125,0,1,0,0,0,0,0,1,8,191
84,1861.92,57,8,0.718,48,4.42,306,0,1,0,0,0,0,0,1,10,192
39,913.99,54,11,0.911,48,4.55,257,0,1,0,0,0,0,0,1,1,180
57,1762.58,50,9,0.985,15,0.25,313,0,0,1,0,0,0,0,1,11,286
44,1700.23,64,3,0.775,45,12.98,281,0,1,0,0,0,1,0,0,9,183
47,2123.77,85,2,1.0,2,17.54,67,0,1,0,0,1,0,0,0,5,170
40,774.08,56,8,0.714,38,0.48,211,1,0,0,0,1,0,0,0,10,122
87,1869.23,95,6,0.93,3,29.06,163,0,0,1,0,1,0,0,0,4,292
33,457.48,93,8,1.0,26,0.76,140,0,1,0,0,1,0,0,0,7,164
58,1861.97,76,3,0.988,33,8.41,309,1,0,0,0,0,1,0,0,8,128
41,2416.92,84,2,0.939,49,26.22,64,0,0,1,1,0,0,0,0,11,265
64,766.22,76,9,0.824,24,26.36,314,0,1,0,0,1,0,0,0,8,199
88,1053.73,69,7,0.942,33,1.43,256,0,1,0,1,0,0,0,0,6,196
67,1624.03,67,3,0.767,30,35.52,205,0,1,0,1,0,0,0,0,8,199
12,1938.03,89,9,1.0,43,3.15,179,1,0,0,0,1,0,0,0,10,104
89,1123.18,51,2,0.741,4,4.18,261,1,0,0,0,1,0,0,0,1,129
78,1794.94,79,14,0.813,43,11.24,347,0,0,1,0,0,1,0,0,11,290
94,2288.49,87,11,0.724,45,1.19,71,0,0,1,0,1,0,0,0,4,271
19,1925.77,79,3,0.798,22,7.64,264,0,1,0,0,0,1,0,0,12,159
92,1893.15,56,1,0.781,49,16.93,172,1,0,0,0,0,1,0,0,8,129
34,1202.14,88,11,0.548,20,6.86,200,0,1,0,1,0,0,0,0,7,185
77,2314.0,62,10,0.855,29,0.63,294,0,1,0,0,1,0,0,0,3,192
70,982.38,82,3,0.777,21,16.35,49,0,1,0,0,1,0,0,0,3,172
38,831.09,89,6,0.654,45,2.75,214,1,0,0,1,0,0,0,0,2,125
28,1164.87,79,14,0.747,17,16.38,57,1,0,0,1,0,0,0,0,12,124
52,1765.33,79,12,0.904,2,27.83,228,0,0,1,0,1,0,0,0,9,311
75,2209.52,72,2,0.584,34,14.06,299,0,0,1,1,0,0,0,0,4,289
83,677.37,94,0,0.826,22,0.34,282,1,0,0,1,0,0,0,0,3,106
70,2108.98,73,9,1.0,50,10.77,325,0,1,0,0,0,0,0,1,7,194
52,2106.93,69,7,0.785,6,3.18,281,1,0,0,1,0,0,0,0,9,129
34,1632.53,77,5,1.0,25,2.22,279,0,1,0,1,0,0,0,0,3,160
29,1997.36,68,13,1.0,2,14.31,323,0,1,0,1,0,0,0,0,4,198
57,781.95,98,2,0.905,43,3.42,343,0,1,0,1,0,0,0,0,2,156
92,756.13,62,7,0.846,17,1.55,227,0,1,0,0,0,0,1,0,9,199
33,2211.88,65,5,0.851,9,1.87,218,0,1,0,1,0,0,0,0,2,172
20,1446.11,64,0,0.923,20,11.31,183,0,1,0,1,0,0,0,0,8,168
64,916.47,60,8,1.0,37,6.11,144,0,1,0,0,1,0,0,0,7,190
37,1846.33,61,10,0.925,15,2.34,344,0,1,0,1,0,0,0,0,7,199
78,2272.94,71,8,1.0,26,0.83,198,1,0,0,0,0,1,0,0,8,129
72,1727.88,74,8,0.676,25,27.69,225,1,0,0,1,0,0,0,0,5,129
68,1129.42,52,13,0.769,31,60.03,249,1,0,0,0,0,0,0,1,6,129
14,1414.8,73,12,0.852,30,5.01,127,1,0,0,1,0,0,0,0,6,125
60,1979.77,74,11,1.0,49,2.86,203,0,1,0,0,0,1,0,0,8,189
30,541.75,58,5,0.581,10,0.43,239,0,1,0,0,1,0,0,0,9,196
21,856.05,77,5,1.0,38,3.67,181,0,0,1,0,1,0,0,0,4,251
59,1371.42,95,12,0.85,45,8.74,143,0,0,1,0,1,0,0,0,10,269
13,1668.91,79,3,1.0,21,7.43,167,0,1,0,0,0,0,1,0,6,159
51,1112.25,56,7,0.848,48,5.3,340,0,1,0,0,1,0,0,0,10,182
93,1026.62,60,8,0.728,24,4.5,250,1,0,0,1,0,0,0,0,12,129
47,486.91,59,11,1.0,34,38.27,94,0,1,0,0,1,0,0,0,11,194
34,468.46,52,6,0.821,28,6.94,307,0,0,1,0,1,0,0,0,12,273
23,985.26,68,6,0.741,37,0.09,216,1,0,0,1,0,0,0,0,10,119
84,1514.06,51,12,0.908,24,12.01,276,0,0,1,0,1,0,0,0,9,310
41,1568.38,66,1,0.939,29,8.75,113,0,1,0,1,0,0,0,0,4,160
20,1437.46,78,1,0.9,17,1.72,51,1,0,0,1,0,0,0,0,8,102
70,1260.75,51,11,0.912,39,12.32,333,1,0,0,0,0,1,0,0,10,129
27,929.81,65,14,0.907,24,0.2,149,0,0,1,1,0,0,0,0,5,273
36,1241.46,98,9,1.0,17,12.93,117,1,0,0,1,0,0,0,0,11,121
64,691.4,59,10,0.858,37,1.62,159,0,0,1,0,0,1,0,0,6,294
63,642.04,53,1,0.753,6,41.71,66,0,1,0,0,0,0,0,1,7,185
91,1029.88,92,3,0.958,42,7.16,178,0,0,1,1,0,0,0,0,12,262
84,2490.23,75,8,0.48,37,0.11,311,0,0,1,0,0,1,0,0,9,303
30,1085.64,98,4,0.94,46,18.21,172,1,0,0,0,0,0,1,0,2,108
53,2366.56,73,1,1.0,31,17.42,76,0,0,1,0,0,1,0,0,4,255
14,1223.75,61,3,0.964,20,14.41,300,0,1,0,0,0,0,1,0,9,178
50,1321.92,70,6,0.612,46,7.72,115,0,0,1,0,0,1,0,0,2,291
68,2073.83,91,4,1.0,2,2.46,155,0,0,1,1,0,0,0,0,7,274
63,596.64,65,10,0.767,41,10.22,177,0,1,0,0,1,0,0,0,12,187
83,782.86,85,7,0.88,18,18.84,205,0,1,0,1,0,0,0,0,11,196
31,2445.06,84,0,1.0,50,6.79,278,1,0,0,0,1,0,0,0,1,105
92,1462.43,58,13,0.757,22,0.7,30,0,1,0,0,0,1,0,0,1,193
74,493.05,55,12,0.871,41,36.99,326,0,1,0,0,0,0,0,1,5,199
73,499.5,93,13,0.654,37,11.29,53,0,1,0,0,0,1,0,0,11,185
80,2305.21,50,14,0.822,26,40.11,221,1,0,0,0,1,0,0,0,7,129
13,2234.07,63,4,0.675,50,2.07,287,1,0,0,0,0,0,1,0,8,129
74,1362.64,73,3,0.922,12,2.27,54,0,0,1,1,0,0,0,0,2,268
24,742.77,59,2,0.632,6,1.06,132,0,1,0,1,0,0,0,0,3,181
85,2143.6,67,6,0.837,17,2.36,30,1,0,0,1,0,0,0,0,6,129
31,1081.66,94,9,0.765,14,1.15,124,0,1,0,1,0,0,0,0,4,157
56,1280.02,58,10,0.743,10,3.19,87,0,1,0,0,1,0,0,0,9,197
90,1833.2,76,0,1.0,26,8.68,97,0,0,1,0,0,1,0,0,5,261
55,1142.14,68,5,0.689,51,17.13,288,0,1,0,0,0,0,0,1,7,199
23,1720.21,85,7,0.769,3,1.01,232,1,0,0,1,0,0,0,0,9,129
59,2259.09,52,1,0.879,42,1.71,304,0,0,1,1,0,0,0,0,3,266
29,2074.48,87,5,0.946,46,3.42,230,0,1,0,0,0,0,0,1,1,151
59,1201.38,58,10,0.579,15,4.21,199,0,1,0,0,0,1,0,0,4,199
42,1004.67,59,0,0.823,16,22.0,326,0,1,0,1,0,0,0,0,5,173
68,999.57,58,12,0.964,38,2.57,49,0,1,0,0,0,1,0,0,2,183
52,1132.04,66,12,1.0,14,1.37,257,0,1,0,0,1,0,0,0,9,197
88,1436.39,91,5,0.855,36,20.69,71,1,0,0,0,1,0,0,0,5,121
21,1274.85,87,5,0.64,13,21.43,253,0,0,1,0,0,0,1,0,5,281
49,679.31,97,4,0.848,27,15.38,97,0,1,0,1,0,0,0,0,12,151
29,743.26,98,6,0.778,8,4.8,40,0,1,0,0,1,0,0,0,1,158
47,1120.15,92,13,0.901,23,24.4,71,0,1,0,1,0,0,0,0,1,170
12,1580.33,69,4,1.0,41,5.79,290,0,0,1,0,0,1,0,0,10,264
37,1644.59,56,14,0.674,11,15.68,259,0,1,0,1,0,0,0,0,11,199
65,1421.03,53,13,1.0,5,5.71,177,0,1,0,0,0,1,0,0,11,192
22,1951.43,59,7,0.985,5,6.58,215,0,1,0,0,1,0,0,0,1,180
86,1948.22,70,1,0.948,25,19.68,258,0,1,0,1,0,0,0,0,7,197
75,1298.02,63,5,0.889,18,0.01,170,0,1,0,1,0,0,0,0,11,177
46,661.33,74,4,1.0,48,3.2,93,0,1,0,1,0,0,0,0,3,153
58,1513.37,66,9,1.0,51,10.32,135,1,0,0,0,1,0,0,0,5,129
75,1201.09,77,1,0.762,24,25.5,275,1,0,0,1,0,0,0,0,2,125
45,689.64,63,10,0.857,9,0.13,294,0,1,0,1,0,0,0,0,2,187
63,2461.82,62,12,0.687,43,6.24,149,1,0,0,0,0,1,0,0,1,129
35,1176.49,83,6,1.0,11,7.27,33,0,1,0,0,1,0,0,0,11,166
84,1714.18,90,3,0.857,14,74.14,218,0,0,1,0,1,0,0,0,8,294
81,1429.27,52,5,0.561,42,11.94,269,0,1,0,1,0,0,0,0,8,199
49,699.94,53,4,0.481,9,1.35,116,0,0,1,0,1,0,0,0,5,288
52,516.64,93,3,0.766,5,8.1,286,0,0,1,0,0,0,0,1,8,281
31,1714.12,64,12,0.724,27,1.67,304,0,1,0,0,1,0,0,0,2,177
29,918.75,69,1,0.784,11,12.95,316,0,1,0,1,0,0,0,0,5,173
17,911.67,57,12,0.819,28,4.52,339,0,1,0,0,0,1,0,0,9,185
38,2409.65,99,12,1.0,9,10.82,33,1,0,0,0,0,1,0,0,9,124
49,1369.72,54,6,1.0,13,22.5,61,0,1,0,0,1,0,0,0,2,180
39,461.79,51,4,1.0,19,15.69,35,0,1,0,0,1,0,0,0,11,171
90,1113.67,77,12,1.0,8,15.93,80,1,0,0,0,0,0,1,0,11,129
93,1627.43,71,2,0.944,4,3.29,44,0,1,0,0,0,1,0,0,7,184
64,1089.99,58,5,0.64,44,8.94,284,0,0,1,0,0,1,0,0,2,300
25,456.39,77,7,0.97,25,2.08,57,1,0,0,0,1,0,0,0,9,115
55,1333.05,95,10,0.613,7,2.5,109,1,0,0,0,1,0,0,0,1,129
71,622.4,50,9,0.9,27,12.3,50,0,1,0,0,1,0,0,0,10,184
16,1700.24,85,9,0.627,40,5.22,115,1,0,0,0,0,0,1,0,9,129
89,1701.13,98,11,1.0,51,21.94,126,1,0,0,0,0,0,1,0,4,129
54,479.29,91,1,0.908,23,6.68,146,0,1,0,1,0,0,0,0,9,158
68,1010.4,51,10,0.819,40,0.71,197,0,1,0,0,1,0,0,0,12,185
65,1268.74,87,9,0.782,51,5.36,311,0,0,1,0,0,0,1,0,7,281
57,1555.55,75,11,0.845,29,1.44,176,0,1,0,0,0,1,0,0,12,171
36,1021.73,80,3,0.741,36,52.0,123,1,0,0,1,0,0,0,0,4,114
62,1004.27,90,2,0.801,10,0.24,129,0,1,0,0,0,1,0,0,7,160
82,2464.33,68,6,0.549,32,8.25,74,0,1,0,1,0,0,0,0,11,189
44,487.91,80,9,0.712,47,4.53,184,0,1,0,0,0,1,0,0,10,165
60,2477.0,58,7,0.676,23,9.34,331,0,1,0,0,1,0,0,0,10,199
93,500.28,52,7,0.928,40,7.75,243,0,1,0,1,0,0,0,0,10,193
46,1005.52,87,13,0.855,47,25.02,37,0,1,0,0,1,0,0,0,6,182
90,1436.75,55,3,0.98,48,2.01,297,0,1,0,0,1,0,0,0,6,191
66,700.93,98,14,0.787,24,1.27,94,0,1,0,1,0,0,0,0,7,174
17,683.18,94,14,0.867,21,20.43,349,0,0,1,0,1,0,0,0,4,268
88,938.26,94,9,0.545,39,26.85,331,1,0,0,1,0,0,0,0,4,129
29,2444.37,56,1,0.987,40,4.39,95,0,1,0,1,0,0,0,0,4,155
62,1198.25,90,5,1.0,29,31.3,65,0,1,0,0,0,1,0,0,9,175
21,1588.59,74,14,0.948,45,4.2,141,1,0,0,1,0,0,0,0,8,123
58,1879.01,74,2,0.718,45,8.78,57,0,1,0,0,1,0,0,0,7,170
26,1958.67,99,7,0.933,27,10.99,146,0,1,0,0,0,1,0,0,5,153
73,1844.89,50,2,0.876,34,51.06,193,0,0,1,1,0,0,0,0,5,281
51,1107.55,71,1,0.556,26,1.87,149,0,1,0,1,0,0,0,0,9,174
38,634.63,69,12,1.0,15,3.49,282,0,0,1,0,0,0,0,1,7,295
28,991.6,62,12,0.69,6,7.9,254,0,0,1,0,1,0,0,0,5,300
20,841.62,89,8,0.936,25,2.42,246,0,1,0,0,0,0,1,0,11,158
59,686.18,70,8,0.854,18,8.68,324,0,0,1,0,0,0,0,1,5,291
80,451.44,72,8,1.0,7,15.06,233,1,0,0,0,0,1,0,0,1,129
67,2365.02,90,2,0.72,2,21.14,237,0,1,0,0,0,0,0,1,8,186
43,2334.17,82,1,0.774,34,4.1,279,1,0,0,0,0,0,1,0,12,107
29,505.88,58,13,0.953,1,1.89,215,0,0,1,0,0,1,0,0,3,283
59,763.48,78,13,0.76,46,11.57,126,0,1,0,0,1,0,0,0,7,190
19,692.95,81,3,1.0,2,11.6,77,0,1,0,0,0,0,1,0,1,159
41,990.57,60,1,0.736,42,5.76,70,0,1,0,0,0,0,1,0,10,158
61,828.54,85,7,0.938,36,9.0,336,0,1,0,0,0,0,0,1,2,175
24,2386.29,78,9,0.849,4,16.02,193,0,1,0,1,0,0,0,0,6,187
93,576.76,97,0,0.751,28,13.21,334,0,1,0,0,0,1,0,0,11,168
12,844.51,80,1,1.0,23,11.18,87,0,0,1,0,0,0,0,1,6,255
46,569.52,63,5,0.692,39,10.84,255,1,0,0,0,1,0,0,0,6,129
49,2458.81,99,8,0.93,20,12.88,173,0,0,1,0,0,0,1,0,7,277
81,2328.67,74,9,0.475,37,9.35,145,0,0,1,0,1,0,0,0,2,296
49,1904.93,75,11,0.898,44,0.88,148,0,1,0,0,0,1,0,0,9,184
65,1294.54,71,4,1.0,12,8.74,245,0,1,0,0,1,0,0,0,2,177
32,799.37,58,4,0.828,32,22.04,52,0,0,1,1,0,0,0,0,10,270
20,865.13,82,2,0.882,38,0.38,225,1,0,0,0,0,1,0,0,1,102
73,1330.38,72,7,1.0,31,5.09,115,0,1,0,0,1,0,0,0,9,186
17,2013.27,84,11,1.0,18,4.99,323,0,0,1,0,0,0,1,0,9,286
65,955.93,69,5,0.516,29,2.93,56,0,1,0,0,0,0,1,0,7,197
69,1052.66,82,9,0.768,34,8.55,187,0,1,0,0,1,0,0,0,6,190
19,1659.88,84,11,0.807,51,1.87,93,1,0,0,1,0,0,0,0,12,112
48,899.23,95,1,0.897,29,24.81,179,0,1,0,0,1,0,0,0,1,156
37,1626.86,79,11,0.84,27,1.69,227,0,0,1,1,0,0,0,0,10,272
58,1212.97,95,11,0.771,31,33.53,307,0,1,0,0,0,1,0,0,10,187
45,472.17,79,4,0.762,48,0.12,92,0,0,1,0,1,0,0,0,10,249
22,1245.67,71,3,0.634,34,6.69,207,1,0,0,0,0,1,0,0,1,123
45,2331.0,94,10,0.699,17,0.37,254,0,1,0,0,1,0,0,0,1,181
35,1015.53,50,9,0.976,20,20.97,115,0,0,1,1,0,0,0,0,7,295
13,1077.95,64,8,0.693,31,16.03,189,0,1,0,1,0,0,0,0,7,196
91,538.48,74,3,0.73,31,2.55,238,0,1,0,0,0,0,0,1,11,170
73,1691.6,69,7,0.631,39,1.49,179,1,0,0,0,1,0,0,0,11,129
47,2183.41,56,0,0.908,21,2.38,66,0,1,0,0,1,0,0,0,3,154
31,1141.14,65,4,0.994,7,0.82,193,0,1,0,1,0,0,0,0,12,165
11,904.52,72,8,1.0,32,2.7,203,1,0,0,0,1,0,0,0,11,114
40,2408.88,70,2,0.792,12,0.71,167,0,1,0,0,1,0,0,0,9,175
20,1964.65,50,10,0.84,23,19.14,232,1,0,0,1,0,0,0,0,8,129
55,1591.04,96,12,0.854,43,19.18,90,1,0,0,0,0,0,1,0,6,129
71,1041.62,69,5,0.787,49,7.96,169,1,0,0,0,0,0,1,0,12,129
78,863.68,96,10,0.899,43,25.24,49,0,1,0,0,1,0,0,0,5,179
73,1903.06,68,9,1.0,40,4.31,183,0,0,1,0,0,0,0,1,2,280
19,1495.76,55,5,0.999,6,1.97,297,1,0,0,0,0,1,0,0,7,129
49,1493.26,87,10,0.825,32,3.63,135,0,1,0,1,0,0,0,0,11,167
33,554.79,81,5,0.77,38,1.32,165,0,1,0,1,0,0,0,0,11,154
53,1475.61,50,3,0.677,15,17.28,305,0,0,1,0,1,0,0,0,8,306
69,2127.76,79,6,0.589,26,14.29,269,1,0,0,0,1,0,0,0,1,129
71,2388.28,65,2,0.932,20,2.1,76,1,0,0,0,0,1,0,0,5,117
26,624.03,76,5,0.85,12,7.89,233,0,1,0,1,0,0,0,0,5,170
74,1725.45,67,9,0.851,41,3.29,37,0,1,0,0,1,0,0,0,6,193
66,1593.53,62,4,1.0,45,1.41,110,0,1,0,0,1,0,0,0,6,181
64,2269.66,93,2,1.0,47,2.81,161,1,0,0,0,1,0,0,0,8,108
62,1977.61,99,1,0.856,47,9.16,222,1,0,0,0,0,0,1,0,6,118
65,2427.05,77,11,0.881,26,10.52,322,0,0,1,1,0,0,0,0,6,296
18,2416.07,59,14,0.684,30,2.07,209,0,1,0,0,0,1,0,0,11,189
31,873.94,63,0,0.947,29,14.86,293,0,0,1,0,0,0,0,1,11,265
22,1923.24,78,7,0.884,30,8.55,130,0,1,0,0,0,0,1,0,5,159
57,1514.1,60,0,0.718,13,5.61,156,0,0,1,0,1,0,0,0,8,277
27,850.66,99,4,0.887,41,10.39,151,0,1,0,1,0,0,0,0,7,162
85,809.23,76,4,1.0,43,4.05,182,0,0,1,0,1,0,0,0,8,282
49,570.28,93,0,1.0,22,3.06,220,0,1,0,0,1,0,0,0,2,149
26,2070.65,66,8,0.623,43,26.08,325,0,0,1,1,0,0,0,0,11,292
